user_id,recommended_items
406150,1637068	1277298	2216920	447525	1917284	
406448,1350991	1718836	635791	1267928	146656	
406606,2778525	1244196	1386412	657183	2791339	
406902,2183288	2778525	1244196	1386412	657183	
407059,2778525	1244196	1386412	657183	2791339	
407702,2778525	1244196	1386412	657183	2791339	
407865,97837	92714	562726	1119550	1353323	
407998,864642	1150284	2431477	766937	541688	
408069,2778525	1244196	1386412	657183	2791339	
408473,1089692	1141233	1591624	2031981	548592	
408491,1264055	1550605	1604145	916492	604432	
408738,810703	467643	2633289	1140869	1299162	
408816,1069562	2750191	992801	2528555	1712302	
409521,967667	2233540	772984	2571215	619739	
409801,2778525	1244196	1386412	657183	2791339	
410019,2639150	1130730	184362	2650846	373199	
410839,2778525	1244196	1386412	657183	2791339	
411683,813510	1623993	269512	1412234	2813546	
412316,631842	875776	2207141	609380	2825431	
412545,2811200	1342669	343377	2516900	1015173	
412599,2778525	1244196	1386412	657183	2791339	
412794,926471	1900183	1548666	1345329	1462970	
412994,1141233	2777806	2031953	1733751	1189063	
413044,2465711	193483	1455644	1061295	1206551	
413319,1020200	2441768	181293	1742545	2143110	
413967,2778525	1244196	1386412	657183	2791339	
414192,2766009	1540118	335428	2611391	767563	
414278,2778525	1244196	1386412	657183	2791339	
414946,2778525	1244196	1386412	657183	2791339	
415108,2778525	1244196	1386412	657183	2791339	
415329,1108968	1979395	1047934	2623166	2822587	
415354,2778525	1244196	1386412	657183	2791339	
415684,1751093	749431	1163816	2798189	2703853	
415782,1453631	2316200	1475452	2488684	2811177	
415887,654127	2824297	272883	497400	907427	
416382,116585	2520810	44317	1477734	2376001	
416709,2778525	1244196	1386412	657183	2791339	
416812,2778525	1244196	1386412	657183	2791339	
416978,240873	1486419	2658124	1443666	725780	
417152,2778525	1244196	1386412	657183	2791339	
417634,1092821	2673740	369590	1971927	1502751	
417942,1522825	245454	1768848	1262371	1443706	
419072,2778525	1244196	1386412	657183	2791339	
419438,782337	50310	1448386	1634068	338246	
419594,768246	1583058	316478	417413	1078977	
419655,1090310	1149594	472040	2084143	2633289	
419971,16224	1455644	2448117	2512177	2096082	
420070,2778525	1244196	1386412	657183	2791339	
420103,2778525	1244196	1386412	657183	2791339	
420281,984924	2085163	2579533	1667513	795181	
420319,2778525	1244196	1386412	657183	2791339	
420431,547103	1599559	408209	2142899	2532207	
420646,290587	788342	1913692	1755175	1981457	
420793,2477239	2086053	2002558	2102097	66786	
420917,2778525	1244196	1386412	657183	2791339	
421161,2778525	1244196	1386412	657183	2791339	
421238,2778525	1244196	1386412	657183	2791339	
421336,2778525	1244196	1386412	657183	2791339	
421622,589982	570383	96717	1309786	558595	
421726,2778525	1244196	1386412	657183	2791339	
421810,1660565	1241402	1392268	2143484	90521	
422059,984924	1908027	2367538	1857507	2550498	
422452,2778525	1244196	1386412	657183	2791339	
422514,2778525	1244196	1386412	657183	2791339	
422554,2778525	1244196	1386412	657183	2791339	
422634,2090350	644869	2515078	1845668	989876	
423274,1244196	621322	1412019	1321367	1851413	
423587,2258108	2498371	956277	218501	2502244	
423589,1660565	984228	1453461	1988760	1792904	
423663,2778525	1244196	1386412	657183	2791339	
424323,2526320	2409634	2313894	1496944	1337011	
424441,2778525	1244196	1386412	657183	2791339	
424748,1719018	868249	2446276	951143	1695195	
425103,2778525	1244196	1386412	657183	2791339	
425244,1721694	437245	1092821	2203636	784737	
425572,2247652	2586497	365574	184190	929053	
425760,2778525	1244196	1386412	657183	2791339	
425765,2778525	1244196	1386412	657183	2791339	
425847,2778525	1244196	1386412	657183	2791339	
425880,2778525	1244196	1386412	657183	2791339	
426693,1933853	868361	1691871	895600	268652	
426823,2492063	1012298	2535756	417547	2344655	
427127,2778525	1244196	1386412	657183	2791339	
427362,2778525	1244196	1386412	657183	2791339	
427394,1695664	616365	2162196	100254	2348573	
428525,2661939	2660593	2084700	1902524	211113	
428976,784737	1476432	2774733	278589	201247	
429034,515119	2246580	731332	881841	1341960	
429215,2778525	1244196	1386412	657183	2791339	
429268,2778525	1244196	1386412	657183	2791339	
429498,257339	1082056	2063098	2548274	958584	
430001,1081469	1751093	1296495	1750525	749431	
430760,2778525	1244196	1386412	657183	2791339	
430972,2778525	1244196	1386412	657183	2791339	
431398,23808	1120901	1074013	2797144	810666	
431458,2778525	1244196	1386412	657183	2791339	
431870,902396	1867675	906209	1679143	1476620	
432255,2778525	1244196	1386412	657183	2791339	
432851,1230659	2085163	508531	2381371	2613699	
433466,1913692	537536	469137	683365	1128939	
433501,2778525	1244196	1386412	657183	2791339	
433523,768905	1388507	2133932	2198329	1204256	
433852,2778525	1244196	1386412	657183	2791339	
434045,2261290	100468	139004	1748521	666568	
434277,1732529	1424471	895600	447615	1874092	
434933,2778525	1244196	1386412	657183	2791339	
435123,2778525	1244196	1386412	657183	2791339	
435249,280155	1175179	639986	2349636	1495013	
435873,2778525	1244196	1386412	657183	2791339	
436059,2778525	1244196	1386412	657183	2791339	
436211,381226	2482137	133665	1414197	789804	
436376,802760	1840914	617858	117291	2687809	
437400,2778525	1244196	1386412	657183	2791339	
437610,2778525	1244196	1386412	657183	2791339	
437899,347249	1912327	33156	988140	2778525	
437946,2501356	2027015	2455091	1706622	2336701	
438648,1069562	2750191	992801	2528555	1712302	
439131,2778525	1244196	1386412	657183	2791339	
439221,554760	1041709	1125772	1679143	1815493	
439758,2778525	1244196	1386412	657183	2791339	
440247,532897	2275611	2453965	1020623	347159	
441371,2778525	1244196	1386412	657183	2791339	
441851,1185293	698891	2796486	2052994	558250	
441860,2142673	1630793	221351	1548666	2072239	
442110,2778525	1244196	1386412	657183	2791339	
442799,2778525	1244196	1386412	657183	2791339	
442882,2778525	1244196	1386412	657183	2791339	
442999,1993453	315406	1442340	1088968	591811	
443180,533928	328761	887044	2078753	521810	
443508,1344373	657183	2813646	784737	632873	
443645,2778525	1244196	1386412	657183	2791339	
443860,380330	2183446	2220468	1342651	1358575	
444521,2354859	360505	2200859	374376	1352337	
444568,1949771	457843	1384264	1591891	1540118	
444827,2460752	780790	1516983	2683763	1400164	
445133,2112737	67066	465416	1902524	585561	
445148,1629604	1264190	1205778	572835	1504118	
445161,179144	1267227	1088968	285205	2719016	
445782,1886939	1140869	1096406	2031981	265291	
446521,1089692	2031981	1141233	719706	1591624	
446608,2826101	1442937	1624610	528295	1330328	
446858,1714855	2219989	575386	1201014	784737	
447053,2778525	1244196	1386412	657183	2791339	
447073,119406	2289094	2284421	1796526	1422652	
447084,2778525	1244196	1386412	657183	2791339	
448127,2778525	1244196	1386412	657183	2791339	
448243,1472716	296433	1504118	1392485	1158065	
448571,1724202	2411495	331583	486719	2138292	
449760,552726	2168063	2097556	2791339	164645	
450306,2778525	1244196	1386412	657183	2791339	
450508,1089692	1141233	1591624	2031981	653082	
450769,96717	1859948	782839	1402854	2471510	
451025,984924	2791473	2148267	1606242	2024489	
451458,2778525	1244196	1386412	657183	2791339	
451545,779930	2671391	2310385	2824594	854595	
451603,2413494	2630362	1215298	1307023	987157	
452358,2778525	1244196	1386412	657183	2791339	
452551,942253	175992	1461374	1678525	632512	
452813,2778525	1244196	1386412	657183	2791339	
453278,2778525	1244196	1386412	657183	2791339	
453553,1516543	1212173	1526269	984924	494504	
453774,2506938	371042	1998302	2567436	2319886	
454866,1993453	315406	1442340	960988	1088968	
454958,2778525	1244196	1386412	657183	2791339	
455092,2517818	583078	1975777	951920	437245	
455295,356159	1447302	1716471	657183	1687581	
455330,10572	252137	1225403	2822835	1933400	
455654,271246	2659853	2811177	830345	1417963	
455713,2778525	1244196	1386412	657183	2791339	
455924,220136	243557	30569	1389265	414670	
456563,699187	1959291	310819	2252871	2767124	
456598,668055	1548666	761663	2520810	2673126	
456605,2778525	1244196	1386412	657183	2791339	
456686,839835	2153420	2342153	2545674	1241049	
456803,343377	2778525	2197737	668899	104981	
456877,935545	1234499	1470646	215873	1884979	
456906,1090792	1483606	1174860	2266525	2834536	
456954,2778525	1244196	1386412	657183	2791339	
457437,31053	2289895	818888	1742604	2528784	
457730,2587211	2280352	2493916	1993864	2512859	
458068,441373	1990175	40364	1860448	605310	
458104,1730302	1876214	2629756	1641153	747500	
458428,2289895	396527	1447370	228825	2295019	
458938,1886939	2126579	1105432	161113	516103	
459427,2778525	1244196	1386412	657183	2791339	
459633,2673126	2148901	2256486	1653612	1804347	
459689,1072942	243557	2168063	278589	750928	
459959,57460	579292	332186	2357087	1096406	
460050,2778525	1244196	1386412	657183	2791339	
460454,782128	2194432	2679781	38628	2496593	
461250,2778525	1244196	1386412	657183	2791339	
461341,536047	1568942	921541	1553467	313495	
461763,2778525	1244196	1386412	657183	2791339	
461925,21333	2082498	2611391	328353	322220	
462184,2778525	1244196	1386412	657183	2791339	
462370,2009453	436574	2185440	2097616	900019	
462758,79531	50457	245454	1443706	1768848	
462897,2778525	1244196	1386412	657183	2791339	
463103,648824	1067189	2065029	1760592	1003041	
463438,2328730	51423	1827898	1146589	2617450	
464475,855714	39524	445231	2148267	1604573	
464598,2778525	1244196	1386412	657183	2791339	
465434,2744235	205039	1175568	2825484	2584429	
465544,569889	2680669	1132146	2128544	1386412	
465739,2778525	1244196	1386412	657183	2791339	
466237,1831341	30660	2728649	1050482	2256791	
466701,979124	1779881	1905111	576483	1801603	
466946,1602196	374376	2409634	352091	1460626	
467204,2778525	1244196	1386412	657183	2791339	
467986,2778525	1244196	1386412	657183	2791339	
468454,1550605	1029608	475121	1494602	1320279	
468793,2778525	1244196	1386412	657183	2791339	
468935,1808862	1224158	1925882	445302	707977	
468986,1724745	2058690	1313364	199647	737718	
469249,868361	767563	750391	2399085	2148901	
469314,2566411	1314583	2611528	1865831	1835742	
469401,1646190	1515708	1548666	794156	761663	
469697,767198	1247854	1101599	2541133	1585780	
470060,2526320	158526	2466849	1788868	2553038	
470096,2778525	1244196	1386412	657183	2791339	
470303,2778525	1244196	1386412	657183	2791339	
470377,2778525	1244196	1386412	657183	2791339	
470999,1021993	869738	291669	274499	388384	
471037,2778525	1244196	1386412	657183	2791339	
471147,1443706	810648	964435	2269134	455014	
471433,2040236	1671165	1732529	1694457	1501918	
471546,1495917	2776824	1325013	527143	2778525	
471676,2778525	1244196	1386412	657183	2791339	
472468,97350	2150585	1801186	1496156	1557292	
472833,536047	1091049	1795584	2413494	826942	
473404,1629604	1907690	2484110	2282914	1337011	
473616,933025	1071982	2433725	2415538	2439867	
473814,1742948	2832536	1847967	1199084	1570153	
474202,2441881	1443706	1240596	555638	951143	
475232,2752423	1149811	966979	1398399	92492	
475544,2453965	2766686	1251864	2568318	532897	
475848,2778525	1244196	1386412	657183	2791339	
475899,1818503	1412234	562035	2813546	2636107	
476178,55931	285510	951143	317785	1573395	
476239,295089	782564	375853	1584071	164980	
476416,2813331	1472343	1057052	2274555	458675	
476781,2778525	1244196	1386412	657183	2791339	
476963,2559475	1944700	26419	2261263	295029	
477065,2778525	1244196	1386412	657183	2791339	
477151,2778525	1244196	1386412	657183	2791339	
477342,2778525	1244196	1386412	657183	2791339	
477729,2778525	1244196	1386412	657183	2791339	
477786,404631	301275	667505	1158697	1189123	
478083,2363688	1258303	358823	1476432	760411	
478527,1084301	2127458	429221	1600861	1441465	
478979,526359	52365	274172	1568168	2814724	
479186,1972454	1106543	597907	245363	2462072	
479246,2778525	1244196	1386412	657183	2791339	
480037,2778525	1244196	1386412	657183	2791339	
480060,646236	1706622	623539	1796526	1242418	
480118,2778525	1244196	1386412	657183	2791339	
480780,1589286	1489467	574557	2801787	252384	
480982,157221	2778525	1244196	1386412	657183	
481263,549390	1983797	2827170	1708619	2253107	
481569,2392150	2814126	1761304	1006032	665881	
482462,302432	328353	36430	2453836	1369829	
482954,2778525	1244196	1386412	657183	2791339	
484793,1001431	1828649	1118121	1414197	1092821	
484911,2778525	1244196	1386412	657183	2791339	
485527,2778525	1244196	1386412	657183	2791339	
486385,761082	1494134	2105624	376138	219486	
486417,984924	778565	2822479	2348573	1884305	
486601,485102	161100	261126	1130445	991836	
487499,2778525	1244196	1386412	657183	2791339	
487756,874567	2476293	1543472	1136949	2557272	
487881,1274336	790718	1219386	1410276	1176437	
488095,2767474	2006769	768546	1679143	1184328	
488234,2778525	1244196	1386412	657183	2791339	
488594,975853	1446413	1443706	910204	614187	
488681,2778525	1244196	1386412	657183	2791339	
489233,1316860	2029130	1651349	2213944	1445649	
489301,561576	2359880	2239159	562035	462493	
489624,2057797	2790544	947818	2016744	1114399	
489699,1694422	1517987	1671267	187018	952014	
489943,2778525	1244196	1386412	657183	2791339	
490002,1576725	1566850	1301316	2577625	2795296	
490157,74727	632512	2520810	1841756	1108328	
490254,1254543	1159191	2735360	2285812	2134842	
490345,1993453	322220	507069	2439867	2694051	
490601,2778525	1244196	1386412	657183	2791339	
490740,2282988	2013432	1857507	538669	1600861	
490975,718145	218122	2767124	816048	1717731	
490977,768905	2207808	1221764	530380	2395772	
491211,2778525	1244196	1386412	657183	2791339	
491429,2432101	41406	2199920	481441	1847201	
491623,972388	2745937	2524986	2124761	2471983	
492223,569889	2128544	2037855	771175	116585	
493745,1732529	2762653	1717731	2699192	718370	
494012,2778525	1244196	1386412	657183	2791339	
494059,2025588	2690105	1093296	232919	1152298	
494701,1257470	2244175	1869700	2277810	2735742	
494920,2206219	1703136	2273375	2403547	1961921	
495244,2778525	1244196	1386412	657183	2791339	
495553,322492	2789681	1393685	608275	2220060	
495655,2477038	646236	1918420	2212016	1939455	
495732,2778525	1244196	1386412	657183	2791339	
495880,2826101	1867503	577338	1959750	2356860	
496778,2157522	2371142	1926477	2682470	1782499	
496959,1372681	428659	2667999	151809	1080935	
497597,343377	1386412	794156	2089810	574598	
498625,675194	1652258	2568988	415358	2332355	
498751,1818503	800395	1399783	1041709	966979	
498974,1096073	1403146	2018000	674072	1232284	
500603,862371	2764775	330019	2516900	2250103	
500886,1412552	972388	2226366	1206551	868804	
501987,1134495	542438	868804	2491016	1442270	
502258,335428	2036870	1750645	258239	1876350	
502833,516263	475121	1777889	1130990	830537	
502841,2778525	1244196	1386412	657183	2791339	
502910,2415922	2833516	2416668	1127970	632512	
502953,2778525	1244196	1386412	657183	2791339	
503036,2778525	1244196	1386412	657183	2791339	
503050,2778525	1244196	1386412	657183	2791339	
504243,2778525	1244196	1386412	657183	2791339	
504416,2778525	1244196	1386412	657183	2791339	
504607,2409634	232730	2074429	2082690	276561	
504636,1548666	761663	1947912	2520810	2673126	
505297,2778525	1244196	1386412	657183	2791339	
505894,2778525	1244196	1386412	657183	2791339	
506369,238790	781759	343377	2197737	668899	
506558,382153	1648491	1874844	1039898	579230	
506633,2778525	1244196	1386412	657183	2791339	
506861,2768458	2546067	2148003	2757746	1660240	
507324,1957692	2778525	1244196	1386412	657183	
507360,1125950	267996	2614450	2697659	1679143	
507582,2778525	1244196	1386412	657183	2791339	
507756,1907046	2540060	2086041	291669	434072	
507916,1697299	1600513	459908	270337	2313052	
508153,348019	2366860	591828	2053655	2416476	
508605,2778525	1244196	1386412	657183	2791339	
508712,1729147	2213987	1825202	784181	2309898	
508901,2778525	1244196	1386412	657183	2791339	
508911,2778525	1244196	1386412	657183	2791339	
509003,755183	1928085	2277810	74727	1556166	
509301,2148602	2690105	1557292	648818	645747	
509555,804805	2491700	803522	1492328	1602073	
509763,392985	1948123	744966	281370	59193	
511666,1196981	1919289	670329	2337820	1065465	
512205,2778525	1244196	1386412	657183	2791339	
512425,313894	972388	868804	2830168	1927375	
512506,101005	807326	375717	465023	2680669	
512648,1808280	966870	568191	1920047	2526657	
513062,2778525	1244196	1386412	657183	2791339	
513192,2778525	1244196	1386412	657183	2791339	
513296,2778525	1244196	1386412	657183	2791339	
513705,2778525	1244196	1386412	657183	2791339	
514057,2229101	274172	1407755	2593483	2561741	
514360,2045755	2197213	2484607	2018425	2128425	
514959,2778525	1244196	1386412	657183	2791339	
514961,2778525	1244196	1386412	657183	2791339	
515742,2778525	1244196	1386412	657183	2791339	
515776,2778525	1244196	1386412	657183	2791339	
516118,2163770	1809971	1044036	1728871	2348573	
516541,1832768	2784272	1545485	1765833	1140869	
516808,654546	2833963	1015173	1425726	1117184	
516893,906209	1550643	999536	899111	525076	
517745,1604145	1561933	2618332	721383	550947	
517951,2778525	1244196	1386412	657183	2791339	
518335,1947912	2277351	862371	1950008	2231186	
518387,2826101	2093033	1128805	2079278	546776	
518617,1834588	294270	2551818	2234790	2611391	
518880,1198122	719741	2513600	243727	2494962	
518996,934577	2515249	1858372	2557364	1442914	
519617,2778525	1244196	1386412	657183	2791339	
519977,2778525	1244196	1386412	657183	2791339	
520020,2259069	580577	114051	2138657	2407754	
520365,2822835	1933400	596793	35677	627594	
520547,832174	1682843	1585780	2255841	607608	
520918,497400	2067916	1206551	192552	1423795	
520966,1270491	2833516	2637434	2435832	2539405	
521222,1808563	1796272	2047542	1662460	1737971	
521630,2474707	2380306	299722	2778525	1244196	
521835,1948123	41406	784737	2017178	2182900	
521928,536047	1624610	1934683	1795584	343377	
522046,784737	1136228	1479709	2542922	1211090	
522094,2778525	1244196	1386412	657183	2791339	
522351,1519543	619367	665775	2147047	779190	
522606,2593483	2687845	2778525	1244196	1386412	
522822,2156629	1751093	1325341	2121292	815117	
523123,133665	1157861	2638762	92916	1576423	
523597,2778525	1244196	1386412	657183	2791339	
524472,952102	1251864	1779276	923245	2077189	
524537,2778525	1244196	1386412	657183	2791339	
524938,2778525	1244196	1386412	657183	2791339	
525294,1520097	890051	2411210	1936618	605698	
525591,1093296	2770160	75845	1158065	1878292	
526825,863165	1909523	2481527	2622899	968302	
527362,1834588	294270	2551818	2234790	1614907	
527891,2778525	1244196	1386412	657183	2791339	
528462,2778525	1244196	1386412	657183	2791339	
528741,2573371	1851902	2771419	2348573	1580999	
528859,2778525	1244196	1386412	657183	2791339	
529766,1890624	2589954	632512	2693020	2815969	
530095,2520574	2214075	2786340	2664128	2432149	
530276,1113937	1346344	739398	2441024	1171957	
530297,2413494	1122277	1756345	2062331	2582353	
530546,275947	784737	2088824	1555073	2518787	
530691,1798168	1964066	904965	2142899	245634	
531422,2778525	1244196	1386412	657183	2791339	
531675,2778525	1244196	1386412	657183	2791339	
531842,2778525	1244196	1386412	657183	2791339	
532193,2483915	1486419	2522554	562914	2400484	
532310,2778525	1244196	1386412	657183	2791339	
532789,2616539	525385	2411858	954546	1904911	
533628,2778525	1244196	1386412	657183	2791339	
533775,951143	1092821	1376058	622008	2436920	
533957,2778525	1244196	1386412	657183	2791339	
533988,2778525	1244196	1386412	657183	2791339	
534205,2778525	1244196	1386412	657183	2791339	
534298,1953846	781759	1407532	515119	1071532	
534712,2222699	1182795	1729115	1193474	2389094	
534910,2778525	1244196	1386412	657183	2791339	
535022,2660436	74727	2126253	1090310	2699192	
535062,2778525	1244196	1386412	657183	2791339	
535242,2598896	2420135	2415033	868811	1047625	
535325,2778525	1244196	1386412	657183	2791339	
535452,1108949	31714	814454	2712481	2599874	
535958,2778525	1244196	1386412	657183	2791339	
536379,2778525	1244196	1386412	657183	2791339	
536556,2586376	1936618	2819529	731072	2017178	
536855,784737	1476432	2774733	278589	201247	
537284,2778525	1244196	1386412	657183	2791339	
537420,2652417	407784	343377	2773055	260617	
537633,795125	216052	2512859	74843	1468099	
538430,206968	1402230	585792	436637	984686	
539090,107638	1851902	2004430	1536575	1876513	
539165,2077469	2826101	2568283	2309062	477560	
540178,2778525	1244196	1386412	657183	2791339	
540840,2778525	1244196	1386412	657183	2791339	
540872,1867675	1001431	753178	2695967	2002558	
541100,2778525	1244196	1386412	657183	2791339	
541706,2778525	1244196	1386412	657183	2791339	
541771,1140586	665881	287676	1877427	1957228	
541883,677711	1246890	750304	1797417	2515973	
542234,2778525	1244196	1386412	657183	2791339	
542547,2778525	1244196	1386412	657183	2791339	
542592,1624610	2522554	2433829	755818	2127017	
542771,1878823	2353095	238790	2413494	781759	
543084,1089692	1141233	1591624	2031981	548592	
543224,2778525	1244196	1386412	657183	2791339	
543798,18872	718377	661506	249120	319450	
543910,306719	2131278	2272027	1454687	553822	
544131,2778525	1244196	1386412	657183	2791339	
544730,1526201	562740	2313894	1707917	2083455	
544744,2778525	1244196	1386412	657183	2791339	
544810,63262	2180538	1525271	980935	2470011	
544963,2214299	2577949	614700	2491223	2645142	
545078,2767539	1301350	2587013	254698	1453018	
545183,2778525	1244196	1386412	657183	2791339	
545308,96717	1402854	782839	238306	606685	
545315,1092821	2673740	719706	2436920	1450832	
545436,2363688	868361	760411	1548235	750391	
546108,2778525	1244196	1386412	657183	2791339	
546889,1642757	767198	700812	2127465	604795	
547115,2778525	1244196	1386412	657183	2791339	
547518,2778525	1244196	1386412	657183	2791339	
547650,2778525	1244196	1386412	657183	2791339	
547890,2353116	368328	1586072	1724999	1101060	
548288,251069	1774205	899111	2709027	1475454	
549196,2778525	1244196	1386412	657183	2791339	
549378,2778525	1244196	1386412	657183	2791339	
549893,2778525	1244196	1386412	657183	2791339	
549929,536047	2262327	786432	2439335	2657497	
550045,2778525	1244196	1386412	657183	2791339	
550211,2778525	1244196	1386412	657183	2791339	
550317,2353766	255085	2365206	2041033	414234	
550432,2833963	1340066	2078821	2719016	2413494	
550912,2778525	1244196	1386412	657183	2791339	
551058,2778525	1244196	1386412	657183	2791339	
551081,651660	164655	2379661	375469	1709088	
551553,2778525	1244196	1386412	657183	2791339	
551558,1843411	2178500	2239743	697461	1133991	
551685,505157	1768848	2104869	2648928	221840	
551817,2506235	915330	507069	2648928	2120338	
552117,2778525	1244196	1386412	657183	2791339	
552518,2163175	589900	1247854	1576725	2327774	
552977,2648928	2120338	2506235	872303	921853	
554066,2778525	1244196	1386412	657183	2791339	
554293,2526320	2202730	1928254	1120901	8010	
554342,783404	1366236	572617	2435097	2141141	
554558,2778525	1244196	1386412	657183	2791339	
554802,949296	949304	1847967	1550793	1174707	
554900,1794685	1707917	22372	1495141	1769025	
554985,2778525	1244196	1386412	657183	2791339	
555497,1779620	345660	1515551	579292	1526450	
556227,589900	1247854	466934	108752	2182715	
556531,2289895	1473171	397177	1898571	2342153	
556768,2778525	1244196	1386412	657183	2791339	
557075,2778525	1244196	1386412	657183	2791339	
557309,2289895	79531	1796526	95676	215982	
558390,562493	371641	1092215	2284421	2123083	
558568,687732	1836672	2134899	407784	951143	
558952,984924	1029364	2587211	921425	2734492	
558995,2778525	1244196	1386412	657183	2791339	
559275,467643	937049	472040	2353116	2084143	
559879,589900	1708318	2463631	2163175	1566231	
560206,1483540	463226	332672	271288	2605681	
560934,1267710	1361161	85631	1958584	977880	
561107,2720354	1550605	1160780	2791339	39524	
561165,879958	2117541	621322	147350	1071793	
561251,2744235	623539	317172	2451241	2221762	
561280,2778525	1244196	1386412	657183	2791339	
562414,1090310	1520097	472040	2084143	890051	
562774,2701563	1208817	163143	828888	215618	
562963,2778525	1244196	1386412	657183	2791339	
563169,2778525	1244196	1386412	657183	2791339	
563288,1086695	142652	1367422	370934	343132	
563632,522348	373135	1189146	1092821	181792	
563930,2525040	2158478	2694081	668899	31053	
563973,2778525	1244196	1386412	657183	2791339	
564027,2525040	657183	1120725	613590	2694081	
564066,258239	2446758	1277973	1066013	2779959	
564868,2778525	1244196	1386412	657183	2791339	
564872,2778525	1244196	1386412	657183	2791339	
565026,2778525	1244196	1386412	657183	2791339	
565027,1181698	984924	1213969	715107	12086	
565264,2778525	1244196	1386412	657183	2791339	
565367,65610	2406222	802012	1413621	39498	
565609,2778525	1244196	1386412	657183	2791339	
565776,2323055	467643	2068458	1994078	2633289	
565967,2233273	2037855	81416	422888	1602405	
565985,1548201	2525040	2158478	2694081	668899	
566830,2051674	2106839	2463631	1876399	951143	
567063,2778525	1244196	1386412	657183	2791339	
567503,2561739	1203340	519744	1968773	1876513	
567913,1025695	1009366	1301883	569889	2128544	
568079,2129958	2640072	578184	630499	794129	
568114,2778525	1244196	1386412	657183	2791339	
568221,2142673	1497006	1365661	921541	2447599	
568687,2778525	1244196	1386412	657183	2791339	
568975,2612833	1933853	1120725	1106225	162252	
569155,1527663	2534752	1268570	1394675	1527539	
569737,2108165	1655850	553591	2600575	925131	
569812,1548201	1748521	423288	683063	668899	
569844,2778525	1244196	1386412	657183	2791339	
569966,2778525	1244196	1386412	657183	2791339	
569995,97350	2413494	2150585	251930	1801186	
570248,2778525	1244196	1386412	657183	2791339	
571703,2124761	2802808	1627875	1302734	285868	
572101,2833963	2065842	1469087	2770160	68007	
572248,2778525	1244196	1386412	657183	2791339	
572354,2607482	646675	102963	609151	2136354	
572568,2778525	1244196	1386412	657183	2791339	
572790,433733	1017052	1854566	1946833	1287265	
572801,2778525	1244196	1386412	657183	2791339	
572820,31053	2674899	830345	2822587	1742604	
572924,1602196	1766092	1841463	2391422	2033631	
573272,2483915	1098890	1160780	1856606	795125	
573483,2778525	1244196	1386412	657183	2791339	
573757,2778525	1244196	1386412	657183	2791339	
573759,2778525	1244196	1386412	657183	2791339	
574289,1529678	2342153	2659130	2012629	2512947	
574484,2822479	92053	2579374	955230	549965	
574485,1090310	1957614	2380491	731126	984924	
574693,2778525	1244196	1386412	657183	2791339	
574948,2778525	1244196	1386412	657183	2791339	
575020,2778525	1244196	1386412	657183	2791339	
575269,1092821	795125	1352001	2673740	2436920	
575337,2778525	1244196	1386412	657183	2791339	
575387,1502168	1344279	2374660	211036	2579304	
575456,2778525	1244196	1386412	657183	2791339	
576097,2778525	1244196	1386412	657183	2791339	
576155,536258	2056512	2057831	2730930	2778525	
576172,2778525	1244196	1386412	657183	2791339	
576221,2778525	1244196	1386412	657183	2791339	
576373,110133	2834355	2684599	288342	515119	
577513,2778525	1244196	1386412	657183	2791339	
578789,2778525	1244196	1386412	657183	2791339	
578971,937239	1808679	1434544	2570852	1448386	
580061,2435845	221351	1208817	2184430	1777889	
580567,1414492	302432	1372681	2466849	1284786	
580855,813640	1390616	640407	2347945	585561	
581569,2500656	1107670	709825	2141350	644313	
581729,324577	2778525	104981	1430879	724014	
581823,2778525	1244196	1386412	657183	2791339	
582004,2778525	1244196	1386412	657183	2791339	
582286,2778525	1244196	1386412	657183	2791339	
582656,2214075	1617746	2247840	2027540	1019055	
582769,788342	973863	2367413	2289895	1021927	
583177,1431608	901685	2745937	731325	1903149	
583683,938375	10579	569761	2067916	1920047	
583720,1717243	2283278	1622389	2196917	1777889	
583856,1818555	1953846	18872	460717	79531	
583966,1306144	278589	1042037	1620901	2804690	
585367,2507411	1972218	2563457	684089	1583603	
585839,2477757	2396148	2013744	734196	2060795	
586226,915004	2598619	964898	853201	1195762	
586279,2645213	2686586	2625619	1465807	2357006	
586515,2520708	2062886	2801212	1229920	682280	
586665,2778525	1244196	1386412	657183	2791339	
586793,2415922	725456	2574702	152305	1369964	
586837,2778525	1244196	1386412	657183	2791339	
587000,2347945	1245551	2617450	2391382	2530608	
587039,2778525	1244196	1386412	657183	2791339	
587599,2778525	1244196	1386412	657183	2791339	
588006,2778525	1244196	1386412	657183	2791339	
588111,1092821	2550356	1077498	203144	1244196	
588353,1602196	670600	2811546	2730942	1492759	
588618,2778525	1244196	1386412	657183	2791339	
588832,2778525	1244196	1386412	657183	2791339	
588927,75845	215982	20923	2768170	687732	
589046,2050517	478208	752123	479554	2781938	
589162,317467	1120901	1561224	1526269	467643	
589499,2220468	287927	2422473	1615899	2794661	
589604,1092821	261953	2029895	2099273	1784982	
590311,2778525	1244196	1386412	657183	2791339	
590418,2778525	1244196	1386412	657183	2791339	
590606,2778525	1244196	1386412	657183	2791339	
591219,882543	382080	970513	318747	1279825	
591372,1763102	490073	830073	746757	1446411	
591605,2778525	1244196	1386412	657183	2791339	
592254,2778525	1244196	1386412	657183	2791339	
592365,2831826	1582140	1226980	715061	1258181	
592493,1171271	1635931	972388	1308655	1454438	
593201,1077312	2200718	2215624	734196	2559475	
